X,location,property_type,size_sqft,num_bedroom,num_bathroom,floor_num,total_floor,age_years,furnishing,amenities,distance_to_metro_km,view_score,price
P43189,Jaipur,Penthouse,3641,3,2,9,17,1,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Security', 'Garden']",1.52,1,18121037.77
P14313,Delhi,Duplex,4441,1,2,9,16,0,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Gym', 'Security']",2.3,9,6354624.86
P82940,Kolkata,Duplex,4804,5,3,19,6,16,Unfurnished,"['Gym', 'Swimming Pool', 'Elevator', 'Power Backup', 'Wi-Fi', 'Club House']",9.44,8,40822524.9
P70598,Mumbai,Penthouse,2379,1,2,4,29,0,Semi Furnished,"['Gym', 'Club House', 'Garden']",0.83,6,19558629.73
P65649,Hyderabad,Apartment,2873,1,3,19,8,7,Fully Furnished,"['Parking', 'Security', 'Wi-Fi', 'Garden', 'Club House']",6.32,7,6096159.86
P30360,Mumbai,Villa,3305,1,4,2,21,17,Unfurnished,"['Power Backup', 'Wi-Fi', 'Garden', 'Club House', 'Parking']",8,7,20311522.76
P70046,Delhi,Independent House,4227,5,4,1,26,8,Semi Furnished,"['Swimming Pool', 'Wi-Fi', 'Garden', 'Power Backup']",4.04,10,13573816.84
P30917,Hyderabad,Apartment,1180,2,3,15,18,8,Unfurnished,"['Security', 'Gym', 'Parking']",6.3,3,33165826.22
P59543,Hyderabad,Penthouse,4425,5,1,4,29,6,Semi Furnished,"['Wi-Fi', 'Elevator', 'Garden', 'Power Backup']",9.77,4,2871906.87
P33697,Chandigarh,Independent House,1809,1,4,10,22,19,Semi Furnished,"['Garden', 'Elevator', 'Club House', 'Swimming Pool', 'Gym', 'Wi-Fi']",8.49,5,23826428.26
P38577,Hyderabad,Penthouse,3736,4,3,12,14,2,Unfurnished,"['Wi-Fi', 'Club House', 'Gym', 'Elevator', 'Power Backup']",9.58,10,3721489.96
P91350,Kolkata,Studio,4300,4,1,16,5,1,Fully Furnished,"['Parking', 'Swimming Pool', 'Elevator']",9.79,5,30195151.12
P41430,Kolkata,Penthouse,3561,5,3,19,10,3,Unfurnished,"['Swimming Pool', 'Power Backup', 'Wi-Fi', 'Garden', 'Elevator', 'Gym']",3.34,6,30523122.08
P38759,Bangalore,Penthouse,1979,4,1,16,15,9,Semi Furnished,"['Garden', 'Club House', 'Swimming Pool']",4.32,6,47468411.62
P10314,Hyderabad,Studio,710,3,2,19,5,11,Fully Furnished,"['Gym', 'Parking', 'Elevator', 'Power Backup']",5.38,9,7346476.3
P49814,Chandigarh,Independent House,1534,4,4,15,26,0,Unfurnished,"['Garden', 'Swimming Pool', 'Wi-Fi', 'Power Backup', 'Parking']",2.2,9,36122273.59
P52326,Jaipur,Villa,4708,4,1,10,22,13,Unfurnished,"['Security', 'Swimming Pool', 'Club House', 'Power Backup', 'Garden', 'Wi-Fi']",2.01,1,47184130.5
P22739,Kolkata,Penthouse,1190,5,2,15,5,4,Fully Furnished,"['Wi-Fi', 'Club House', 'Elevator', 'Security']",1.24,6,1021809.71
P65714,Pune,Penthouse,1717,4,2,4,7,15,Unfurnished,"['Elevator', 'Garden', 'Security', 'Power Backup', 'Parking']",7.22,5,1185103.5
P38602,Chennai,Penthouse,1439,5,4,3,5,1,Fully Furnished,"['Wi-Fi', 'Parking', 'Power Backup', 'Elevator']",9.13,8,45788772.73
P82191,Chennai,Villa,4803,5,3,9,18,5,Unfurnished,"['Swimming Pool', 'Wi-Fi', 'Gym', 'Security', 'Parking']",5.76,1,14716239.86
P43678,Bangalore,Duplex,3237,1,2,15,7,18,Unfurnished,"['Wi-Fi', 'Garden', 'Swimming Pool', 'Parking', 'Gym', 'Security']",8.59,5,30644489.03
P105047,Bangalore,Apartment,1595,5,1,18,17,9,Semi Furnished,"['Swimming Pool', 'Security', 'Parking', 'Power Backup', 'Elevator', 'Wi-Fi']",8.07,3,29260171.14
P32355,Kolkata,Penthouse,1768,1,3,20,20,13,Unfurnished,"['Swimming Pool', 'Garden', 'Parking', 'Club House', 'Gym']",5.09,10,833806.8
P53351,Delhi,Duplex,4297,5,3,1,9,7,Semi Furnished,"['Garden', 'Club House', 'Elevator', 'Security', 'Power Backup']",3.74,5,47645177.62
P88941,Mumbai,Apartment,2841,1,4,17,10,8,Semi Furnished,"['Wi-Fi', 'Swimming Pool', 'Elevator', 'Club House']",2.56,10,9422209.88
P21445,Delhi,Penthouse,3848,2,2,19,29,2,Unfurnished,"['Parking', 'Elevator', 'Club House', 'Garden', 'Power Backup', 'Wi-Fi']",2.5,5,7381681.36
P48156,Pune,Studio,1293,5,3,20,22,15,Fully Furnished,"['Wi-Fi', 'Swimming Pool', 'Club House', 'Power Backup', 'Elevator', 'Parking']",4.64,4,10478912.11
P78589,Kolkata,Villa,1286,5,4,16,21,9,Semi Furnished,"['Parking', 'Garden', 'Power Backup', 'Swimming Pool', 'Elevator', 'Wi-Fi']",5.05,3,39407657.24
P28308,Mumbai,Penthouse,1402,4,1,13,9,13,Fully Furnished,"['Garden', 'Parking', 'Security']",1.36,1,34488927.38
P103320,Kolkata,Studio,3903,2,2,13,9,2,Semi Furnished,"['Parking', 'Power Backup', 'Gym', 'Security']",1.64,8,24461022.75
P48243,Bangalore,Independent House,4394,3,4,11,23,16,Fully Furnished,"['Swimming Pool', 'Security', 'Garden', 'Power Backup', 'Wi-Fi', 'Parking']",2.31,1,43471050.07
P57733,Jaipur,Studio,4362,3,4,17,20,20,Fully Furnished,"['Garden', 'Power Backup', 'Wi-Fi', 'Gym', 'Parking']",4.15,6,22683018.72
P25165,Ahmedabad,Penthouse,1572,1,3,20,6,10,Fully Furnished,"['Parking', 'Elevator', 'Security', 'Club House', 'Garden', 'Gym']",8.31,6,24819636.86
P85433,Chennai,Duplex,529,1,2,17,5,16,Fully Furnished,"['Wi-Fi', 'Swimming Pool', 'Gym', 'Elevator', 'Security', 'Club House']",6.95,2,17443002.85
P79159,Delhi,Apartment,4840,5,3,13,20,16,Fully Furnished,"['Swimming Pool', 'Gym', 'Club House', 'Elevator']",4.85,2,18662585.22
P52421,Kolkata,Penthouse,620,5,1,8,28,9,Fully Furnished,"['Swimming Pool', 'Security', 'Elevator', 'Power Backup', 'Parking']",8.35,2,3987196.46
P90121,Delhi,Studio,921,5,3,17,6,18,Unfurnished,"['Gym', 'Power Backup', 'Parking', 'Wi-Fi']",2.39,10,36828771.82
P26017,Chennai,Independent House,1932,4,3,16,29,17,Fully Furnished,"['Wi-Fi', 'Parking', 'Garden', 'Gym']",6.76,4,15579312.43
P25138,Jaipur,Duplex,4166,1,2,13,25,13,Unfurnished,"['Parking', 'Wi-Fi', 'Gym', 'Club House', 'Power Backup']",9.94,8,33520100.68
P36498,Hyderabad,Penthouse,1285,4,4,8,8,1,Unfurnished,"['Swimming Pool', 'Gym', 'Garden', 'Power Backup']",7.74,6,3687859.58
P51942,Mumbai,Independent House,1661,4,2,14,6,0,Semi Furnished,"['Elevator', 'Parking', 'Club House']",5.62,6,25109300.23
P52951,Hyderabad,Apartment,3555,1,1,8,5,19,Fully Furnished,"['Security', 'Wi-Fi', 'Parking']",6.17,3,21339476.47
P73784,Mumbai,Villa,1122,2,3,9,29,16,Unfurnished,"['Club House', 'Parking', 'Power Backup']",2.41,4,20624183.92
P82009,Pune,Independent House,3699,4,2,6,9,11,Semi Furnished,"['Gym', 'Garden', 'Wi-Fi', 'Security', 'Club House']",3.24,5,37913166.62
P37346,Mumbai,Studio,920,3,1,5,30,3,Semi Furnished,"['Club House', 'Wi-Fi', 'Power Backup', 'Security']",8.35,10,15353099.36
P107273,Chandigarh,Villa,3305,3,4,13,20,3,Semi Furnished,"['Gym', 'Power Backup', 'Garden']",9.54,5,32067582.93
P44962,Jaipur,Apartment,4928,4,1,4,25,4,Unfurnished,"['Wi-Fi', 'Garden', 'Power Backup', 'Gym', 'Security', 'Swimming Pool']",8.28,5,21404723.02
P15850,Bangalore,Independent House,1158,5,2,11,25,8,Semi Furnished,"['Security', 'Garden', 'Elevator', 'Parking']",8.94,1,35831745.97
P53796,Hyderabad,Apartment,2188,1,1,11,27,20,Fully Furnished,"['Wi-Fi', 'Parking', 'Power Backup', 'Security']",7.57,2,9833363.37
P56951,Kolkata,Duplex,1964,5,3,19,29,9,Fully Furnished,"['Gym', 'Parking', 'Wi-Fi', 'Garden', 'Power Backup', 'Club House']",1.11,8,20792429.19
P107691,Chandigarh,Independent House,2646,4,3,9,17,7,Semi Furnished,"['Garden', 'Swimming Pool', 'Wi-Fi']",1.17,5,41964697.88
P75059,Mumbai,Duplex,1280,1,1,2,16,13,Fully Furnished,"['Parking', 'Garden', 'Security', 'Club House']",2.86,1,24315047.18
P103071,Delhi,Villa,3811,2,3,11,20,14,Unfurnished,"['Power Backup', 'Garden', 'Swimming Pool', 'Elevator', 'Club House']",6.26,10,31967141.8
P13515,Hyderabad,Villa,1713,1,4,16,26,11,Unfurnished,"['Parking', 'Garden', 'Elevator', 'Club House', 'Power Backup', 'Gym']",6.36,3,30412654.85
P22531,Hyderabad,Apartment,4155,5,1,15,10,0,Unfurnished,"['Power Backup', 'Parking', 'Swimming Pool', 'Gym', 'Wi-Fi', 'Elevator']",6.34,7,2777337.33
P89888,Delhi,Apartment,1917,3,1,20,20,2,Semi Furnished,"['Parking', 'Club House', 'Swimming Pool', 'Power Backup', 'Garden']",9.23,3,12169132.87
P109253,Delhi,Duplex,2487,4,3,19,23,9,Semi Furnished,"['Wi-Fi', 'Elevator', 'Garden', 'Club House']",4.24,2,14327195.25
P54344,Pune,Duplex,2130,4,3,15,8,12,Semi Furnished,"['Wi-Fi', 'Club House', 'Garden', 'Security', 'Power Backup', 'Gym']",1.12,7,27295403.29
P100871,Kolkata,Studio,2063,1,1,13,15,3,Fully Furnished,"['Security', 'Wi-Fi', 'Parking']",8.35,5,4097539.76
P11314,Pune,Independent House,1125,2,4,5,6,1,Fully Furnished,"['Club House', 'Elevator', 'Swimming Pool', 'Security', 'Garden']",7.15,6,43506571.75
P22778,Pune,Duplex,1800,1,3,14,23,12,Fully Furnished,"['Wi-Fi', 'Elevator', 'Swimming Pool']",9.87,8,16623656.49
P68644,Chandigarh,Duplex,4305,1,1,14,8,8,Unfurnished,"['Garden', 'Power Backup', 'Club House', 'Gym', 'Security', 'Elevator']",4.78,3,4855854.15
P79207,Chennai,Apartment,3857,1,3,4,26,4,Semi Furnished,"['Security', 'Club House', 'Parking']",0.78,6,41565661.63
P79811,Jaipur,Studio,2238,3,2,17,26,6,Semi Furnished,"['Security', 'Parking', 'Club House', 'Elevator', 'Swimming Pool', 'Gym']",9.48,2,34980011.9
P37968,Jaipur,Studio,2881,4,3,20,15,19,Semi Furnished,"['Wi-Fi', 'Club House', 'Parking', 'Power Backup', 'Swimming Pool', 'Gym']",6.66,10,41651876.99
P37513,Hyderabad,Studio,2237,4,3,9,22,18,Unfurnished,"['Security', 'Swimming Pool', 'Gym']",3.51,3,33967306.16
P79984,Chennai,Apartment,725,4,1,11,17,19,Fully Furnished,"['Parking', 'Elevator', 'Security', 'Garden', 'Club House']",9.13,6,11727280.82
P29416,Pune,Apartment,4031,1,1,6,17,13,Fully Furnished,"['Garden', 'Wi-Fi', 'Swimming Pool', 'Power Backup', 'Elevator']",2.38,8,15965848.52
P18902,Delhi,Penthouse,1686,5,4,19,24,3,Fully Furnished,"['Power Backup', 'Swimming Pool', 'Gym', 'Elevator']",0.91,10,34665491.13
P81127,Chandigarh,Apartment,4293,1,3,17,26,10,Unfurnished,"['Elevator', 'Garden', 'Power Backup', 'Wi-Fi']",9.16,5,17491691.3
P26308,Chennai,Duplex,2126,4,1,5,22,1,Semi Furnished,"['Swimming Pool', 'Parking', 'Power Backup', 'Wi-Fi', 'Club House']",8.02,1,46269304.81
P105507,Ahmedabad,Penthouse,1225,3,4,11,7,10,Unfurnished,"['Garden', 'Elevator', 'Club House']",5.63,3,17014131.02
P22818,Chandigarh,Villa,4522,3,1,4,12,20,Unfurnished,"['Gym', 'Garden', 'Power Backup', 'Wi-Fi']",6.31,5,9133023.1
P80467,Chandigarh,Independent House,4585,5,2,11,10,6,Semi Furnished,"['Gym', 'Club House', 'Wi-Fi', 'Elevator']",2.76,2,49254709.93
P20903,Mumbai,Villa,2262,4,2,14,15,16,Unfurnished,"['Elevator', 'Security', 'Gym']",7.44,9,47883940.33
P57210,Kolkata,Penthouse,1105,3,3,7,15,2,Unfurnished,"['Garden', 'Wi-Fi', 'Club House']",4.39,1,42784551.56
P52050,Chennai,Studio,3682,2,3,3,24,15,Fully Furnished,"['Wi-Fi', 'Security', 'Elevator']",3.57,3,42695551.95
P25516,Hyderabad,Independent House,3821,1,3,1,24,15,Semi Furnished,"['Garden', 'Elevator', 'Club House', 'Wi-Fi']",5.19,1,2190900.69
P74664,Ahmedabad,Duplex,3115,3,1,17,30,14,Semi Furnished,"['Garden', 'Wi-Fi', 'Parking', 'Elevator']",7.8,10,5202285.61
P107863,Chandigarh,Studio,4264,3,4,3,27,16,Semi Furnished,"['Gym', 'Garden', 'Security', 'Wi-Fi', 'Elevator']",6.33,9,20902108.73
P77413,Bangalore,Duplex,4242,5,1,1,10,0,Fully Furnished,"['Gym', 'Club House', 'Parking']",0.95,7,46899009.6
P93107,Hyderabad,Villa,3647,4,4,8,19,14,Semi Furnished,"['Club House', 'Security', 'Parking', 'Power Backup', 'Wi-Fi']",8.58,1,31885328.78
P70816,Mumbai,Penthouse,3778,1,3,13,13,15,Unfurnished,"['Swimming Pool', 'Club House', 'Parking', 'Wi-Fi', 'Garden']",0.76,10,25817918.44
P107368,Mumbai,Penthouse,3150,2,4,18,7,9,Fully Furnished,"['Swimming Pool', 'Gym', 'Security', 'Wi-Fi', 'Club House', 'Elevator']",5.07,1,35639508.82
P33731,Mumbai,Penthouse,1279,1,2,5,22,7,Fully Furnished,"['Club House', 'Gym', 'Power Backup']",8.32,3,16719006.09
P67901,Delhi,Studio,3946,2,3,12,24,0,Unfurnished,"['Gym', 'Wi-Fi', 'Parking', 'Swimming Pool', 'Power Backup']",8.25,2,48320069.61
P98755,Mumbai,Villa,2972,1,2,15,23,15,Fully Furnished,"['Parking', 'Gym', 'Elevator', 'Club House']",8.7,10,15772454.85
P12193,Bangalore,Apartment,1149,2,1,9,15,18,Fully Furnished,"['Wi-Fi', 'Club House', 'Parking', 'Power Backup', 'Swimming Pool']",1.42,2,49185380.53
P67298,Kolkata,Studio,2167,2,3,5,17,19,Semi Furnished,"['Security', 'Garden', 'Gym', 'Power Backup']",7.5,4,20556484.82
P55033,Jaipur,Independent House,4314,2,1,20,29,7,Unfurnished,"['Power Backup', 'Swimming Pool', 'Elevator', 'Security', 'Garden']",1.86,1,5019795.95
P55341,Bangalore,Villa,2672,4,2,14,25,14,Semi Furnished,"['Security', 'Club House', 'Gym', 'Wi-Fi']",2.98,5,2107035.68
P35789,Hyderabad,Villa,1695,5,3,9,22,6,Unfurnished,"['Elevator', 'Security', 'Swimming Pool', 'Gym', 'Wi-Fi']",9.94,2,30016712.02
P62386,Bangalore,Independent House,1362,4,4,11,22,3,Fully Furnished,"['Swimming Pool', 'Gym', 'Club House', 'Parking', 'Wi-Fi', 'Power Backup']",1.97,10,37004630.08
P106078,Chandigarh,Studio,3542,4,2,9,16,4,Fully Furnished,"['Power Backup', 'Parking', 'Garden', 'Swimming Pool']",1.78,3,45113549.45
P53838,Hyderabad,Apartment,2983,5,2,6,25,6,Unfurnished,"['Wi-Fi', 'Swimming Pool', 'Power Backup', 'Parking', 'Club House']",4.06,7,533595.02
P48242,Pune,Penthouse,3472,4,4,13,13,17,Fully Furnished,"['Gym', 'Elevator', 'Wi-Fi', 'Garden', 'Club House', 'Swimming Pool']",5.59,1,31836948.24
P108672,Chennai,Apartment,4321,5,2,20,13,18,Unfurnished,"['Elevator', 'Gym', 'Garden']",1.94,3,7070257.79
P71875,Ahmedabad,Penthouse,4614,1,4,2,24,13,Fully Furnished,"['Elevator', 'Wi-Fi', 'Swimming Pool', 'Club House', 'Security']",3.67,9,39875474.96
P27006,Kolkata,Independent House,2508,1,3,15,5,9,Fully Furnished,"['Club House', 'Power Backup', 'Gym']",2.07,7,6762982.95
P36110,Ahmedabad,Independent House,4148,1,4,16,7,11,Fully Furnished,"['Power Backup', 'Parking', 'Swimming Pool']",8.84,10,46547620.3
P87425,Mumbai,Studio,4177,4,3,4,24,9,Unfurnished,"['Swimming Pool', 'Gym', 'Parking', 'Garden', 'Security']",1.53,3,15939825.79
P25554,Ahmedabad,Apartment,2490,4,1,16,11,4,Unfurnished,"['Parking', 'Gym', 'Security', 'Wi-Fi']",7.24,1,29111505.67
P18549,Pune,Duplex,4799,1,4,4,7,15,Fully Furnished,"['Garden', 'Elevator', 'Power Backup']",6.99,7,46555009.19
P21540,Ahmedabad,Penthouse,954,5,4,15,13,15,Unfurnished,"['Swimming Pool', 'Elevator', 'Power Backup', 'Garden', 'Club House', 'Wi-Fi']",7.39,10,48487981.52
P24237,Chennai,Penthouse,3599,2,4,14,6,14,Semi Furnished,"['Parking', 'Swimming Pool', 'Club House']",2.3,5,12267836.87
P99380,Mumbai,Apartment,1110,2,4,19,13,4,Semi Furnished,"['Parking', 'Swimming Pool', 'Wi-Fi', 'Power Backup', 'Elevator']",7.72,10,14896292.99
P42635,Bangalore,Penthouse,1100,5,1,19,22,11,Unfurnished,"['Garden', 'Power Backup', 'Wi-Fi']",2.99,2,14033085.64
P103804,Kolkata,Apartment,3642,4,4,12,10,2,Unfurnished,"['Power Backup', 'Elevator', 'Swimming Pool', 'Club House', 'Gym']",2.93,9,30040107.56
P98464,Kolkata,Penthouse,3329,3,1,10,7,8,Semi Furnished,"['Gym', 'Power Backup', 'Garden', 'Wi-Fi', 'Elevator']",9.93,3,23978775.67
P37088,Mumbai,Penthouse,4717,2,3,2,14,14,Fully Furnished,"['Parking', 'Elevator', 'Swimming Pool', 'Club House', 'Gym', 'Garden']",8.45,5,9117661.34
P41549,Jaipur,Villa,2277,3,3,4,6,20,Semi Furnished,"['Garden', 'Parking', 'Elevator', 'Power Backup', 'Gym']",9.04,5,33849591.62
P79880,Hyderabad,Penthouse,2765,2,1,17,10,18,Unfurnished,"['Parking', 'Power Backup', 'Garden', 'Wi-Fi']",5.58,6,36807080.78
P14055,Hyderabad,Penthouse,4483,5,4,5,25,0,Fully Furnished,"['Security', 'Club House', 'Elevator', 'Garden', 'Wi-Fi', 'Gym']",7.27,2,19044621.77
P56473,Bangalore,Independent House,4174,4,1,9,7,11,Unfurnished,"['Wi-Fi', 'Security', 'Elevator', 'Club House', 'Swimming Pool', 'Parking']",3.64,6,7774320.41
P19840,Delhi,Duplex,4830,4,3,18,13,2,Unfurnished,"['Swimming Pool', 'Power Backup', 'Security', 'Gym', 'Wi-Fi', 'Garden']",7.84,3,12459520.12
P94250,Chandigarh,Villa,3898,3,2,12,10,13,Semi Furnished,"['Parking', 'Swimming Pool', 'Security', 'Club House', 'Power Backup', 'Elevator']",3.45,3,33540910.84
P36316,Jaipur,Penthouse,3878,1,1,19,29,12,Semi Furnished,"['Club House', 'Security', 'Gym', 'Parking', 'Power Backup', 'Swimming Pool']",6.32,8,15531067.46
P47235,Mumbai,Duplex,4983,3,1,15,28,18,Semi Furnished,"['Security', 'Power Backup', 'Club House', 'Wi-Fi']",7.57,2,8429383.29
P24596,Chandigarh,Penthouse,3740,2,4,15,20,12,Semi Furnished,"['Power Backup', 'Security', 'Garden', 'Club House', 'Swimming Pool']",4.45,9,28962595.34
P40456,Pune,Apartment,2244,3,1,7,6,5,Fully Furnished,"['Elevator', 'Gym', 'Power Backup', 'Wi-Fi', 'Club House', 'Parking']",7.32,10,8948298.97
P109346,Delhi,Independent House,2875,2,4,2,7,2,Unfurnished,"['Gym', 'Power Backup', 'Security']",5.07,9,12562371.64
P42363,Kolkata,Independent House,3877,2,1,14,22,16,Semi Furnished,"['Gym', 'Swimming Pool', 'Security']",3.9,10,13898948.4
P58457,Bangalore,Villa,3430,3,1,15,20,15,Semi Furnished,"['Swimming Pool', 'Elevator', 'Garden']",6.65,9,38585621.5
P109175,Kolkata,Studio,2231,4,2,20,20,18,Fully Furnished,"['Gym', 'Elevator', 'Parking', 'Power Backup', 'Wi-Fi']",7.41,5,13784259.86
P35058,Bangalore,Apartment,4432,5,4,2,19,15,Semi Furnished,"['Swimming Pool', 'Elevator', 'Parking', 'Wi-Fi', 'Power Backup', 'Club House']",6.3,10,25347474.65
P19945,Chennai,Studio,3571,2,4,8,14,8,Semi Furnished,"['Swimming Pool', 'Garden', 'Club House']",5.04,7,35560354.69
P77022,Mumbai,Penthouse,1695,2,1,17,24,15,Unfurnished,"['Wi-Fi', 'Parking', 'Security']",1.52,10,30083655.37
P73864,Kolkata,Studio,4761,3,4,4,23,10,Fully Furnished,"['Wi-Fi', 'Garden', 'Security', 'Power Backup', 'Elevator', 'Club House']",2.86,4,3450435.12
P67781,Mumbai,Villa,1670,2,1,12,13,7,Fully Furnished,"['Swimming Pool', 'Parking', 'Garden']",8.09,4,9786176.18
P28232,Ahmedabad,Penthouse,4392,2,2,12,13,19,Unfurnished,"['Garden', 'Security', 'Swimming Pool']",9.05,7,44885371.57
P100888,Kolkata,Studio,4533,5,4,20,24,6,Semi Furnished,"['Security', 'Parking', 'Garden', 'Elevator']",9.36,2,8039335.22
P41838,Chandigarh,Studio,2905,3,2,10,17,17,Fully Furnished,"['Security', 'Wi-Fi', 'Parking', 'Elevator', 'Swimming Pool']",5.48,6,34891208.65
P67974,Chandigarh,Independent House,4718,1,4,2,9,18,Unfurnished,"['Security', 'Elevator', 'Parking']",1.01,7,16681241.02
P31172,Bangalore,Independent House,1637,3,4,18,5,4,Unfurnished,"['Swimming Pool', 'Security', 'Power Backup', 'Parking', 'Garden']",0.54,1,43453953.25
P59313,Bangalore,Independent House,2549,5,2,16,14,15,Fully Furnished,"['Gym', 'Parking', 'Club House']",8.38,4,4977804.29
P95794,Delhi,Studio,4261,1,3,4,20,9,Fully Furnished,"['Security', 'Elevator', 'Garden', 'Wi-Fi', 'Swimming Pool', 'Power Backup']",1.71,8,41448196.44
P101544,Mumbai,Villa,1940,3,3,14,13,1,Unfurnished,"['Wi-Fi', 'Parking', 'Elevator', 'Club House']",9.45,6,47312958.22
P64796,Jaipur,Studio,3032,4,1,20,21,17,Unfurnished,"['Club House', 'Power Backup', 'Garden', 'Swimming Pool', 'Security']",5.43,4,12091321.68
P68326,Mumbai,Villa,1569,4,2,6,19,11,Unfurnished,"['Security', 'Gym', 'Club House', 'Wi-Fi', 'Parking']",5.83,8,46432660.77
P35765,Chandigarh,Independent House,2601,3,1,4,15,2,Unfurnished,"['Club House', 'Parking', 'Security', 'Power Backup', 'Elevator', 'Garden']",9.24,9,22736806.84
P27261,Ahmedabad,Duplex,771,1,4,4,23,8,Fully Furnished,"['Power Backup', 'Gym', 'Security', 'Wi-Fi', 'Swimming Pool']",6.54,9,27912720.22
P57960,Chennai,Penthouse,605,2,3,10,26,10,Semi Furnished,"['Security', 'Wi-Fi', 'Parking', 'Swimming Pool']",5.65,5,12068617.45
P15802,Delhi,Studio,588,5,1,12,16,15,Fully Furnished,"['Swimming Pool', 'Club House', 'Parking']",3.65,2,23969731.07
P70131,Pune,Independent House,3945,3,3,14,9,20,Unfurnished,"['Elevator', 'Swimming Pool', 'Parking', 'Power Backup', 'Wi-Fi', 'Garden']",5.37,4,25038312.59
P88358,Chandigarh,Studio,4009,4,3,11,10,16,Unfurnished,"['Garden', 'Club House', 'Swimming Pool', 'Power Backup', 'Parking']",2.11,8,3497148.73
P101014,Jaipur,Penthouse,1382,1,3,2,17,16,Semi Furnished,"['Power Backup', 'Parking', 'Gym', 'Swimming Pool', 'Club House']",6.35,2,44512465.41
P108987,Kolkata,Penthouse,4766,2,2,10,20,10,Fully Furnished,"['Elevator', 'Garden', 'Swimming Pool', 'Gym']",1.69,1,24068080.05
P27061,Bangalore,Studio,1139,1,4,6,25,16,Semi Furnished,"['Wi-Fi', 'Security', 'Gym', 'Swimming Pool', 'Club House', 'Parking']",7.02,1,42331743.84
P39718,Chandigarh,Villa,4696,3,4,7,18,20,Fully Furnished,"['Parking', 'Club House', 'Swimming Pool']",4.84,5,46852917.21
P16363,Ahmedabad,Villa,1404,5,2,20,8,8,Unfurnished,"['Elevator', 'Parking', 'Club House', 'Swimming Pool']",3.91,5,39491613.73
P40204,Pune,Apartment,751,4,4,12,23,4,Fully Furnished,"['Elevator', 'Security', 'Power Backup', 'Club House']",7.91,9,35720185.23
P11838,Pune,Independent House,587,2,1,2,11,6,Semi Furnished,"['Elevator', 'Swimming Pool', 'Club House', 'Garden', 'Power Backup', 'Security']",2.52,3,45006378.28
P66467,Kolkata,Independent House,1988,3,3,14,5,2,Fully Furnished,"['Club House', 'Elevator', 'Power Backup', 'Wi-Fi', 'Swimming Pool', 'Garden']",2.47,3,24586415.12
P104650,Hyderabad,Independent House,4235,3,4,9,6,0,Unfurnished,"['Power Backup', 'Club House', 'Wi-Fi']",3.13,4,2133597.39
P102199,Bangalore,Duplex,3604,5,3,16,18,9,Semi Furnished,"['Parking', 'Club House', 'Gym', 'Power Backup', 'Security', 'Garden']",0.89,2,5068895.6
P107006,Jaipur,Penthouse,1752,2,3,8,24,14,Unfurnished,"['Club House', 'Elevator', 'Wi-Fi', 'Swimming Pool']",0.73,9,16344841.22
P74347,Kolkata,Apartment,2829,3,2,10,11,10,Unfurnished,"['Security', 'Elevator', 'Wi-Fi', 'Club House']",0.96,9,8173258.05
P35899,Pune,Apartment,4365,4,4,19,6,15,Unfurnished,"['Club House', 'Power Backup', 'Parking', 'Garden', 'Swimming Pool']",1.1,1,31933591.88
P55110,Jaipur,Independent House,2554,3,4,12,6,16,Unfurnished,"['Wi-Fi', 'Club House', 'Power Backup']",7.72,7,23169729.91
P27997,Mumbai,Duplex,1090,4,1,5,23,4,Unfurnished,"['Parking', 'Swimming Pool', 'Elevator', 'Wi-Fi']",5.46,7,38960455.74
P48251,Mumbai,Studio,2937,2,3,20,24,15,Semi Furnished,"['Parking', 'Power Backup', 'Security', 'Garden', 'Elevator']",4.16,7,46280412.03
P47911,Mumbai,Penthouse,506,1,4,1,14,1,Semi Furnished,"['Elevator', 'Security', 'Parking', 'Gym']",8.99,5,15288002.88
P74287,Bangalore,Studio,846,4,2,12,6,4,Semi Furnished,"['Power Backup', 'Parking', 'Club House', 'Garden']",5.08,2,6270456.25
P67412,Mumbai,Apartment,3013,4,4,16,16,19,Unfurnished,"['Gym', 'Swimming Pool', 'Security', 'Wi-Fi']",5.89,6,10225183.7
P63846,Delhi,Duplex,4780,3,2,16,9,8,Semi Furnished,"['Power Backup', 'Swimming Pool', 'Club House']",6.27,1,18700135.15
P37300,Chandigarh,Penthouse,3281,3,4,13,10,18,Fully Furnished,"['Gym', 'Club House', 'Parking', 'Security', 'Elevator']",5.26,10,46715952.93
P97086,Delhi,Duplex,1795,2,4,9,15,3,Unfurnished,"['Wi-Fi', 'Garden', 'Parking', 'Swimming Pool']",8.24,7,44219359.94
P45253,Bangalore,Villa,3897,4,2,19,24,9,Fully Furnished,"['Swimming Pool', 'Elevator', 'Gym']",1.21,5,29838296.65
P52398,Hyderabad,Duplex,3944,4,1,16,24,11,Unfurnished,"['Swimming Pool', 'Parking', 'Garden', 'Gym', 'Wi-Fi', 'Club House']",6.3,9,3687170.57
P99727,Kolkata,Villa,1499,1,1,14,27,16,Semi Furnished,"['Power Backup', 'Wi-Fi', 'Elevator']",6.9,3,17472069.73
P51445,Bangalore,Studio,2700,4,1,16,7,8,Fully Furnished,"['Security', 'Wi-Fi', 'Gym']",6.97,1,2808309.55
